customer_id,first_name,last_name,email,active,address,district,postal_code,city,country,rental_date,return_date,amount,payment_date,rental_duration
484,roberto,vu,roberto.vu@sakilacustomer.org,1,"1297 alvorada parkway",ningxia,11839,yinchuan,china,"2005-05-25 04:24:36","2005-05-27 07:02:36",4.99,"2005-05-25 04:24:36",2
88,bonnie,hughes,bonnie.hughes@sakilacustomer.org,1,"1942 ciparay parkway",cheju,82624,cheju,"south korea","2005-05-25 04:36:26","2005-05-29 00:31:26",2.99,"2005-05-25 04:36:26",4
535,javier,elrod,javier.elrod@sakilacustomer.org,1,"195 ilorin street",chari-baguirmi,49250,ndjamna,chad,"2005-05-25 04:44:31","2005-05-29 01:03:31",0.99,"2005-05-25 04:44:31",4
302,michael,silverman,michael.silverman@sakilacustomer.org,1,"1908 gaziantep place",liaoning,58979,tiefa,china,"2005-05-25 04:47:44","2005-06-01 00:58:44",4.99,"2005-05-25 04:47:44",7
207,gertrude,castillo,gertrude.castillo@sakilacustomer.org,1,"850 salala loop",kitaa,10800,nuuk,greenland,"2005-05-25 04:51:46","2005-05-31 03:14:46",0.99,"2005-05-25 04:51:46",6
413,marvin,yee,marvin.yee@sakilacustomer.org,1,"126 acuña parkway","west bengali",58888,"berhampore (baharampur)",india,"2005-05-25 05:09:04","2005-05-27 23:12:04",4.99,"2005-05-25 05:09:04",2
174,yvonne,watkins,yvonne.watkins@sakilacustomer.org,1,"1848 salala boulevard",miranda,25220,"ocumare del tuy",venezuela,"2005-05-25 05:12:29","2005-06-02 00:28:29",5.99,"2005-05-25 05:12:29",8
523,harvey,guajardo,harvey.guajardo@sakilacustomer.org,1,"600 purnea (purnia) avenue","nghe an",18043,vinh,vietnam,"2005-05-25 05:24:58","2005-05-31 02:47:58",4.99,"2005-05-25 05:24:58",6
532,neil,renner,neil.renner@sakilacustomer.org,1,"1817 livorno way","khanh hoa",79401,"cam ranh",vietnam,"2005-05-25 05:39:25","2005-05-26 06:54:25",2.99,"2005-05-25 05:39:25",1
207,gertrude,castillo,gertrude.castillo@sakilacustomer.org,1,"850 salala loop",kitaa,10800,nuuk,greenland,"2005-05-25 05:53:23","2005-05-29 10:56:23",0.99,"2005-05-25 05:53:23",4
436,troy,quigley,troy.quigley@sakilacustomer.org,1,"983 santa fé way","british colombia",47472,vancouver,canada,"2005-05-25 05:59:39","2005-06-02 09:56:39",7.99,"2005-05-25 05:59:39",8
7,maria,miller,maria.miller@sakilacustomer.org,1,"900 santiago de compostela parkway","central serbia",93896,kragujevac,yugoslavia,"2005-05-25 06:04:08","2005-06-02 08:18:08",5.99,"2005-05-25 06:04:08",8
35,virginia,green,virginia.green@sakilacustomer.org,1,"391 callao drive",midi-pyrnes,34021,toulouse,france,"2005-05-25 06:05:20","2005-05-30 03:04:20",3.99,"2005-05-25 06:05:20",5
282,jenny,castro,jenny.castro@sakilacustomer.org,1,"1405 chisinau place",ponce,8160,ponce,"puerto rico","2005-05-25 06:20:46","2005-06-02 05:42:46",1.99,"2005-05-25 06:20:46",8
498,gene,sanborn,gene.sanborn@sakilacustomer.org,1,"1416 san juan bautista tuxtepec avenue",zufar,50592,salala,oman,"2005-05-25 06:39:35","2005-05-30 10:12:35",2.99,"2005-05-25 06:39:35",5
18,carol,garcia,carol.garcia@sakilacustomer.org,1,"320 brest avenue",kaduna,43331,kaduna,nigeria,"2005-05-25 06:44:53","2005-05-28 11:28:53",2.99,"2005-05-25 06:44:53",3
256,mabel,holland,mabel.holland@sakilacustomer.org,1,"51 laredo avenue",sagaing,68146,monywa,myanmar,"2005-05-25 06:49:10","2005-05-26 06:42:10",4.99,"2005-05-25 06:49:10",1
507,edgar,rhoads,edgar.rhoads@sakilacustomer.org,1,"1269 ipoh avenue",eskisehir,54674,eskisehir,turkey,"2005-05-25 06:51:29","2005-05-31 01:27:29",0.99,"2005-05-25 06:51:29",6
569,dave,gardiner,dave.gardiner@sakilacustomer.org,1,"1052 pathankot avenue",sichuan,77397,leshan,china,"2005-05-25 07:19:16","2005-05-27 05:19:16",4.99,"2005-05-25 07:19:16",2
291,toni,holt,toni.holt@sakilacustomer.org,1,"1936 cumaná avenue",virginia,61195,roanoke,"united states","2005-05-25 07:23:25","2005-06-01 05:05:25",4.99,"2005-05-25 07:23:25",7
131,monica,hicks,monica.hicks@sakilacustomer.org,1,"1752 são leopoldo parkway",taka-karpatia,14014,mukatševe,ukraine,"2005-05-25 08:26:13","2005-05-30 10:57:13",2.99,"2005-05-25 08:26:13",5
511,chester,benner,chester.benner@sakilacustomer.org,1,"1574 goiânia boulevard",heilongjiang,39529,suihua,china,"2005-05-25 08:28:11","2005-05-26 14:21:11",2.99,"2005-05-25 08:28:11",1
6,jennifer,davis,jennifer.davis@sakilacustomer.org,1,"1795 santiago de compostela way",texas,18743,laredo,"united states","2005-05-25 08:43:32","2005-05-29 06:42:32",4.99,"2005-05-25 08:43:32",4
323,matthew,mahan,matthew.mahan@sakilacustomer.org,1,"479 san felipe del progreso avenue",morelos,54949,cuautla,mexico,"2005-05-25 08:53:14","2005-05-28 14:40:14",4.99,"2005-05-25 08:53:14",3
408,manuel,murrell,manuel.murrell@sakilacustomer.org,1,"692 amroha drive",northern,35575,jaffna,"sri lanka","2005-05-25 08:56:42","2005-06-01 09:52:42",5.99,"2005-05-25 08:56:42",7
470,gordon,allard,gordon.allard@sakilacustomer.org,1,"434 ourense (orense) manor",hodeida,14122,hodeida,yemen,"2005-05-25 08:58:25","2005-05-30 14:14:25",2.99,"2005-05-25 08:58:25",5
250,jo,fowler,jo.fowler@sakilacustomer.org,1,"786 stara zagora way","oyo & osun",98332,oyo,nigeria,"2005-05-25 09:01:57","2005-06-02 07:22:57",5.99,"2005-05-25 09:01:57",8
419,chad,carbone,chad.carbone@sakilacustomer.org,1,"1948 bayugan parkway",bihar,60622,katihar,india,"2005-05-25 09:18:52","2005-05-30 10:55:52",2.99,"2005-05-25 09:18:52",5
383,martin,bales,martin.bales@sakilacustomer.org,1,"368 huánuco boulevard",namibe,17165,namibe,angola,"2005-05-25 09:19:16","2005-05-27 04:24:16",0.99,"2005-05-25 09:19:16",2
368,harry,arce,harry.arce@sakilacustomer.org,0,"1922 miraj way",esfahan,13203,najafabad,iran,"2005-05-25 09:21:29","2005-06-03 11:31:29",5.99,"2005-05-25 09:21:29",9
346,arthur,simpkins,arthur.simpkins@sakilacustomer.org,1,"1157 nyeri loop",adygea,56380,maikop,"russian federation","2005-05-25 09:32:03","2005-05-29 14:21:03",4.99,"2005-05-25 09:32:03",4
86,jacqueline,long,jacqueline.long@sakilacustomer.org,1,"870 ashqelon loop",songkhla,84931,songkhla,thailand,"2005-05-25 09:35:12","2005-05-29 04:16:12",1.99,"2005-05-25 09:35:12",4
119,sherry,marshall,sherry.marshall@sakilacustomer.org,1,"1987 coacalco de berriozábal loop",al-qalyubiya,96065,"shubra al-khayma",egypt,"2005-05-25 09:41:01","2005-05-27 13:46:01",0.99,"2005-05-25 09:41:01",2
120,sylvia,ortiz,sylvia.ortiz@sakilacustomer.org,1,"241 mosul lane",risaralda,76157,"dos quebradas",colombia,"2005-05-25 09:47:31","2005-05-31 10:20:31",7.99,"2005-05-25 09:47:31",6
305,richard,mccrary,richard.mccrary@sakilacustomer.org,1,"913 coacalco de berriozábal loop",texas,42141,arlington,"united states","2005-05-25 10:10:14","2005-05-27 14:02:14",2.99,"2005-05-25 10:10:14",2
73,beverly,brooks,beverly.brooks@sakilacustomer.org,1,"1947 poços de caldas boulevard",chiayi,60951,chiayi,taiwan,"2005-05-25 10:15:23","2005-05-27 05:56:23",2.99,"2005-05-25 10:15:23",2
100,robin,hayes,robin.hayes@sakilacustomer.org,1,"1913 kamakura place",lipetsk,97287,jelets,"russian federation","2005-05-25 10:26:39","2005-05-28 04:59:39",0.99,"2005-05-25 10:26:39",3
48,ann,evans,ann.evans@sakilacustomer.org,1,"909 garland manor",tatarstan,69367,niznekamsk,"russian federation","2005-05-25 10:52:13","2005-05-28 05:52:13",0.99,"2005-05-25 10:52:13",3
391,clarence,gamez,clarence.gamez@sakilacustomer.org,1,"767 pyongyang drive",osaka,83536,izumisano,japan,"2005-05-25 11:00:07","2005-06-01 13:56:07",4.99,"2005-05-25 11:00:07",7
265,jennie,terry,jennie.terry@sakilacustomer.org,1,"682 halisahar place","severn morava",20536,olomouc,"czech republic","2005-05-25 11:09:48","2005-05-26 12:23:48",0.99,"2005-05-25 11:09:48",1
510,ben,easter,ben.easter@sakilacustomer.org,0,"886 tonghae place",volgograd,19450,kamyšin,"russian federation","2005-05-25 11:13:34","2005-06-03 12:58:34",8.99,"2005-05-25 11:13:34",9
1,mary,smith,mary.smith@sakilacustomer.org,1,"1913 hanoi way",nagasaki,35200,sasebo,japan,"2005-05-25 11:30:37","2005-06-03 12:00:37",2.99,"2005-05-25 11:30:37",9
451,jim,rea,jim.rea@sakilacustomer.org,1,"814 simferopol loop",sinaloa,48745,"el fuerte",mexico,"2005-05-25 11:31:59","2005-05-26 16:53:59",0.99,"2005-05-25 11:31:59",1
135,juanita,mason,juanita.mason@sakilacustomer.org,1,"943 johannesburg avenue",maharashtra,5892,pune,india,"2005-05-25 11:35:18","2005-05-31 12:48:18",5.99,"2005-05-25 11:35:18",6
245,courtney,day,courtney.day@sakilacustomer.org,1,"300 junan street",kyonggi,81314,uijongbu,"south korea","2005-05-25 12:11:07","2005-06-03 10:54:07",4.99,"2005-05-25 12:11:07",9
314,george,linton,george.linton@sakilacustomer.org,1,"1957 yantai lane","são paulo",59255,sorocaba,brazil,"2005-05-25 12:12:07","2005-05-31 17:46:07",5.99,"2005-05-25 12:12:07",6
286,velma,lucas,velma.lucas@sakilacustomer.org,1,"1155 liaocheng place","oyo & osun",22650,effon-alaiye,nigeria,"2005-05-25 12:15:19","2005-06-02 14:08:19",6.99,"2005-05-25 12:15:19",8
427,jesus,mccartney,jesus.mccartney@sakilacustomer.org,1,"259 ipoh drive","são paulo",64964,guarujá,brazil,"2005-05-25 12:17:46","2005-06-01 10:48:46",6.99,"2005-05-25 12:17:46",7
131,monica,hicks,monica.hicks@sakilacustomer.org,1,"1752 são leopoldo parkway",taka-karpatia,14014,mukatševe,ukraine,"2005-05-25 12:30:15","2005-05-27 15:40:15",4.99,"2005-05-25 12:30:15",2
492,lester,kraus,lester.kraus@sakilacustomer.org,1,"1013 tabuk boulevard","west bengali",96203,kanchrapara,india,"2005-05-25 12:36:30","2005-05-29 18:33:30",2.99,"2005-05-25 12:36:30",4
414,vincent,ralston,vincent.ralston@sakilacustomer.org,1,"397 sunnyvale avenue",guanajuato,55566,allende,mexico,"2005-05-25 13:05:34","2005-05-29 16:53:34",4.99,"2005-05-25 13:05:34",4
266,nora,herrera,nora.herrera@sakilacustomer.org,1,"1587 loja manor",salzburg,5410,salzburg,austria,"2005-05-25 13:36:12","2005-05-30 14:53:12",1.99,"2005-05-25 13:36:12",5
331,eric,robert,eric.robert@sakilacustomer.org,1,"430 kumbakonam drive","santa fé",28814,"santa fé",argentina,"2005-05-25 13:52:43","2005-05-29 11:12:43",0.99,"2005-05-25 13:52:43",4
53,heather,morris,heather.morris@sakilacustomer.org,1,"17 kabul boulevard",chiba,38594,nagareyama,japan,"2005-05-25 14:13:54","2005-05-29 09:32:54",3.99,"2005-05-25 14:13:54",4
499,marc,outlaw,marc.outlaw@sakilacustomer.org,1,"1 valle de santiago avenue",apulia,86208,brindisi,italy,"2005-05-25 14:28:29","2005-05-29 14:33:29",2.99,"2005-05-25 14:28:29",4
25,deborah,walker,deborah.walker@sakilacustomer.org,1,"934 san felipe de puerto plata street",sind,99780,shikarpur,pakistan,"2005-05-25 14:31:25","2005-06-01 10:07:25",7.99,"2005-05-25 14:31:25",7
267,margie,wade,margie.wade@sakilacustomer.org,1,"1762 paarl parkway",hunan,53928,lengshuijiang,china,"2005-05-25 14:57:22","2005-06-01 18:32:22",6.99,"2005-05-25 14:57:22",7
302,michael,silverman,michael.silverman@sakilacustomer.org,1,"1908 gaziantep place",liaoning,58979,tiefa,china,"2005-05-25 15:38:46","2005-05-31 13:40:46",5.99,"2005-05-25 15:38:46",6
288,bobbie,craig,bobbie.craig@sakilacustomer.org,1,"86 higashiosaka lane",guanajuato,33768,"valle de santiago",mexico,"2005-05-25 15:54:16","2005-06-03 20:18:16",3.99,"2005-05-25 15:54:16",9
197,sue,peters,sue.peters@sakilacustomer.org,1,"817 bradford loop",ji´angsu,89459,changzhou,china,"2005-05-25 16:03:42","2005-05-30 14:23:42",2.99,"2005-05-25 16:03:42",5
400,bryan,hardison,bryan.hardison@sakilacustomer.org,1,"530 lausanne lane",texas,11067,dallas,"united states","2005-05-25 16:12:52","2005-06-02 18:55:52",3.99,"2005-05-25 16:12:52",8
49,joyce,edwards,joyce.edwards@sakilacustomer.org,1,"725 isesaki place",mekka,74428,jedda,"saudi arabia","2005-05-25 16:32:19","2005-05-30 10:47:19",1.99,"2005-05-25 16:32:19",5
263,hilda,hopkins,hilda.hopkins@sakilacustomer.org,1,"1831 nam dinh loop","national capital reg",51990,mandaluyong,philippines,"2005-05-25 16:34:24","2005-05-28 12:13:24",4.99,"2005-05-25 16:34:24",3
269,cassandra,walters,cassandra.walters@sakilacustomer.org,1,"920 kumbakonam loop",california,75090,salinas,"united states","2005-05-25 16:48:24","2005-05-27 11:29:24",0.99,"2005-05-25 16:48:24",2
44,marie,turner,marie.turner@sakilacustomer.org,1,"1998 halifax drive",lipetsk,76022,lipetsk,"russian federation","2005-05-25 16:50:20","2005-05-28 18:52:20",4.99,"2005-05-25 16:50:20",3
208,lucy,wheeler,lucy.wheeler@sakilacustomer.org,1,"624 oshawa boulevard","west bengali",89959,balurghat,india,"2005-05-25 16:50:28","2005-06-02 22:11:28",4.99,"2005-05-25 16:50:28",8
468,tim,cary,tim.cary@sakilacustomer.org,1,"1257 guadalajara street",karnataka,33599,bijapur,india,"2005-05-25 17:17:04","2005-05-31 19:47:04",6.99,"2005-05-25 17:17:04",6
343,douglas,graf,douglas.graf@sakilacustomer.org,1,"785 vaduz street","baja california",36170,mexicali,mexico,"2005-05-25 17:22:10","2005-05-31 19:47:10",3.99,"2005-05-25 17:22:10",6
384,ernest,stepp,ernest.stepp@sakilacustomer.org,1,"500 lincoln parkway",ji´angsu,95509,huai´an,china,"2005-05-25 17:30:42","2005-06-03 22:36:42",4.99,"2005-05-25 17:30:42",9
310,daniel,cabral,daniel.cabral@sakilacustomer.org,1,"543 bergamo avenue","minas gerais",59686,ibirité,brazil,"2005-05-25 17:46:33","2005-05-27 15:20:33",0.99,"2005-05-25 17:46:33",2
108,tracy,cole,tracy.cole@sakilacustomer.org,1,"1002 ahmadnagar manor",mxico,93026,huixquilucan,mexico,"2005-05-25 17:54:12","2005-05-30 12:03:12",4.99,"2005-05-25 17:54:12",5
196,alma,austin,alma.austin@sakilacustomer.org,1,"1074 binzhou manor",baden-wrttemberg,36490,mannheim,germany,"2005-05-25 18:18:19","2005-06-04 00:01:19",11.99,"2005-05-25 18:18:19",10
317,edward,baugh,edward.baugh@sakilacustomer.org,1,"1359 zhoushan parkway",streymoyar,29763,tórshavn,"faroe islands","2005-05-25 18:28:09","2005-06-03 22:46:09",6.99,"2005-05-25 18:28:09",9
242,glenda,frazier,glenda.frazier@sakilacustomer.org,1,"1246 boksburg parkway",hebei,28349,qinhuangdao,china,"2005-05-25 18:30:05","2005-05-30 19:40:05",2.99,"2005-05-25 18:30:05",5
503,angel,barclay,angel.barclay@sakilacustomer.org,1,"496 celaya drive",nagano,90797,ueda,japan,"2005-05-25 18:40:20","2005-05-29 20:39:20",1.99,"2005-05-25 18:40:20",4
19,ruth,martinez,ruth.martinez@sakilacustomer.org,1,"1417 lancaster avenue","northern cape",72192,kimberley,"south africa","2005-05-25 18:43:49","2005-06-03 18:13:49",9.99,"2005-05-25 18:43:49",9
227,colleen,burton,colleen.burton@sakilacustomer.org,1,"430 alessandria loop",saarland,47446,saarbrücken,germany,"2005-05-25 18:45:19","2005-05-28 17:18:19",4.99,"2005-05-25 18:45:19",3
500,reginald,kinder,reginald.kinder@sakilacustomer.org,1,"519 brescia parkway","east java",69504,madiun,indonesia,"2005-05-25 18:57:24","2005-06-02 20:44:24",8.99,"2005-05-25 18:57:24",8
93,phyllis,foster,phyllis.foster@sakilacustomer.org,1,"832 nakhon sawan manor","inner mongolia",49021,zalantun,china,"2005-05-25 19:07:40","2005-05-27 22:16:40",2.99,"2005-05-25 19:07:40",2
506,leslie,seward,leslie.seward@sakilacustomer.org,1,"1152 al-qatif lane","kalimantan barat",44816,pontianak,indonesia,"2005-05-25 19:12:42","2005-06-01 23:10:42",3.99,"2005-05-25 19:12:42",7
455,jon,wiles,jon.wiles@sakilacustomer.org,1,"659 gatineau boulevard","la paz",28587,"el alto",bolivia,"2005-05-25 19:13:25","2005-05-29 20:17:25",0.99,"2005-05-25 19:13:25",4
18,carol,garcia,carol.garcia@sakilacustomer.org,1,"320 brest avenue",kaduna,43331,kaduna,nigeria,"2005-05-25 19:27:51","2005-05-26 16:23:51",4.99,"2005-05-25 19:27:51",1
7,maria,miller,maria.miller@sakilacustomer.org,1,"900 santiago de compostela parkway","central serbia",93896,kragujevac,yugoslavia,"2005-05-25 19:30:46","2005-05-31 23:59:46",0.99,"2005-05-25 19:30:46",6
524,jared,ely,jared.ely@sakilacustomer.org,1,"1003 qinhuangdao street","west java",25972,purwakarta,indonesia,"2005-05-25 19:31:18","2005-05-31 15:00:18",0.99,"2005-05-25 19:31:18",6
51,alice,stewart,alice.stewart@sakilacustomer.org,1,"1135 izumisano parkway",california,48150,fontana,"united states","2005-05-25 19:37:02","2005-05-29 23:51:02",4.99,"2005-05-25 19:37:02",4
365,bruce,schwarz,bruce.schwarz@sakilacustomer.org,1,"1565 tangail manor",okinawa,45750,okinawa,japan,"2005-05-25 19:37:47","2005-06-01 23:29:47",5.99,"2005-05-25 19:37:47",7
405,leonard,schofield,leonard.schofield@sakilacustomer.org,1,"88 nagaon manor","buenos aires",86868,tandil,argentina,"2005-05-25 19:41:29","2005-05-29 21:31:29",2.99,"2005-05-25 19:41:29",4
273,priscilla,lowe,priscilla.lowe@sakilacustomer.org,1,"144 south hill loop",guanajuato,2012,salamanca,mexico,"2005-05-25 19:46:21","2005-06-02 19:07:21",3.99,"2005-05-25 19:46:21",8
43,christine,roberts,christine.roberts@sakilacustomer.org,1,"1447 imus way",tahiti,48942,faaa,"french polynesia","2005-05-25 20:26:42","2005-05-26 19:41:42",4.99,"2005-05-25 20:26:42",1
246,marian,mendoza,marian.mendoza@sakilacustomer.org,1,"829 grand prairie way",paraná,6461,maringá,brazil,"2005-05-25 20:46:11","2005-05-30 00:47:11",6.99,"2005-05-25 20:46:11",5
368,harry,arce,harry.arce@sakilacustomer.org,0,"1922 miraj way",esfahan,13203,najafabad,iran,"2005-05-25 20:48:50","2005-06-02 21:39:50",5.99,"2005-05-25 20:48:50",8
439,alexander,fennell,alexander.fennell@sakilacustomer.org,1,"231 kaliningrad place",lombardia,57833,bergamo,italy,"2005-05-25 21:07:59","2005-05-28 18:51:59",2.99,"2005-05-25 21:07:59",3
94,norma,gonzales,norma.gonzales@sakilacustomer.org,1,"152 kitwe parkway",caraga,53182,bislig,philippines,"2005-05-25 21:10:40","2005-06-02 21:38:40",2.99,"2005-05-25 21:10:40",8
40,amanda,carter,amanda.carter@sakilacustomer.org,1,"671 graz street",oriental,94399,nador,morocco,"2005-05-25 21:19:53","2005-05-29 23:34:53",4.99,"2005-05-25 21:19:53",4
23,sarah,lewis,sarah.lewis@sakilacustomer.org,1,"1780 hino boulevard",liepaja,7716,liepaja,latvia,"2005-05-25 21:20:03","2005-06-04 01:25:03",8.99,"2005-05-25 21:20:03",10
56,gloria,cook,gloria.cook@sakilacustomer.org,1,"1668 saint louis place",tahiti,39072,papeete,"french polynesia","2005-05-25 21:21:56","2005-05-30 22:41:56",3.99,"2005-05-25 21:21:56",5
325,timothy,bunn,timothy.bunn@sakilacustomer.org,1,"981 kumbakonam place","distrito federal",87611,brasília,brazil,"2005-05-25 21:42:46","2005-05-30 23:25:46",5.99,"2005-05-25 21:42:46",5
479,zachary,hite,zachary.hite@sakilacustomer.org,1,"98 pyongyang boulevard",ohio,88749,akron,"united states","2005-05-25 21:46:54","2005-05-31 21:02:54",3.99,"2005-05-25 21:46:54",6
237,tanya,gilbert,tanya.gilbert@sakilacustomer.org,1,"647 a coruña (la coruña) street",chollanam,36971,naju,"south korea","2005-05-25 21:48:30","2005-05-30 00:26:30",0.99,"2005-05-25 21:48:30",5
